pl_name,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_orbsmax,pl_orbeccen,st_teff,st_mass,st_rad,st_lum,hab
HD 47536 b,12.6,2330,6.4,,1.93,0.2,4380,2.1,23.47,2.24845,0
HD 11977 b,12.7,2080,5.58,,1.93,0.4,4970,1.91,10.09,1.83858,0
HD 62509 b,13.3,731,1.71,,1.64,0.02,4892.63,2,8.9,1.612,0
WASP-126 b,10.51358773,90.3,0.41,1480,0.0449,0.18,5800,1.12,1.27,0.15879,0
Kepler-901 b,1.37,2.45,5.24,704,0.0378,0,4184,0.59,0.57,-0.98404,0
Kepler-48 e,13.4,657,1.5,,1.898274748,0.003142,5194,0.88,0.89,-0.28926,0
Kepler-407 c,12.3,4000,11.8,,3.27090369,0.221479,5476,1,1.01,-0.03934,0
WASP-121 b,19.64934317,367.7274669,0.266,2720,0.02596,0,6776,1.358,1.458,0.64372,0
Kepler-235 e,2.22,5.56,2.79,306,0.213,0,4255,0.581,0.554,-1.10237,0
Kepler-498 b,3.03,9.43,1.86,931,0.0897,0,5744,0.98,0.96,0.17242,0
WASP-189 b,18.14733975,632.4785299,0.621987,3353,0.05053,0,8000,2.03,2.36,1.26218,0
HD 191939 e,13,112.2,0.281,390,0.407,0.031,5348,0.81,0.94,-0.18709,0
HD 93963 A c,3.11976057,18.4,3.31,1212.45,0.04726,0,5908,1.0844,1.0311,0.06781,0
WASP-123 b,14.773462,285.72917,0.521,1520,0.04263,0,5740,1.166,1.285,0.16234,0
OGLE-2017-BLG-0640L b,13.5,514.8820193,1.15,,1.14,,,0.32,,,0
Kepler-281 c,5.31,161.124,0.0051,513,0.215,0,5723,0.95,0.899,0.14638,0
TOI-1011 b,1.45,4.04,7.28,1364,,0,5475,0.91,0.92,-0.1549,0
Kepler-279 c,4.3,49.4,0.3,774,0.2236,0,6689.45,1.1,1.07,0.5188,0
TOI-1439 b,4.2427861,38.5,2.76,748.4,0.192,0.157,5841,1.2313,1.6184,0.44091,0
Kepler-16 b,8.4493,105.833,0.964,,0.7048,0.0069,4450,0.6897,0.6489,-0.90301,0
GJ 1132 c,1.43,2.64,4.96,300,0.0476,0.27,3270,0.181,0.2105,-2.35853,0
Kepler-128 b,1.421,3.79,7.222837,968,0.12545,0,6072,1.184,1.659,0.57542,0
L 98-59 c,1.329,2,4.7,526,0.0309,0.002,3415,0.2923,0.3155,-1.91364,0
Kepler-219 c,3.58,12.5,1.5,766,0.165,0,5786,1.164,1.491,0.2139,0
Kepler-238 d,3.07,23.1,2.95,888,0.115,0,5751,1.229,1.43,0.43048,0
Kepler-80 e,1.6,4.13,3.75,629,0.0491,0.0035,4540,0.73,0.678,-0.76955,0
Kepler-82 d,1.77,885.098,220,1253,0.034,0,5428,0.946,0.945,-0.18507,0
WASP-172 b,17.59813,149.3801,0.16,1740,0.0694,0,6900,1.49,1.91,0.93444,0
WASP-17 b,20.96083,247.9074,0.082,1755,0.0515,0,6550,2.28,1.49,0.61272,0
HIP 41378 c,2.56,7.08,2.32,696.5,,,6226,1.168,1.343,0.39646,0
HIP 41378 f,10.2,74,0.383,,,,6226,1.168,1.343,0.39646,0
CoRoT-32 b,6.38913,47.6745,1.1,938,0.071,,5970,1.08,0.79,-0.1549,0
CoRoT-25 b,12.11,85.81,0.15,1330,0.0578,0,6040,1.09,1.19,0.14101,0
HD 205739 b,13.6,435.41,0.951,,0.896,0.27,6176,1.22,1.33,0.36,0
CoRoT-3 b,11.32,6883.91,26.4,1695,0.05783,0,6740,1.37,1.56,0.39086,0
TOI-1135 b,9.34085,51.42,0.41,1074.28,0.082337403,0,5962.7,1.156039,1.15,0.23096,0
HD 112640 b,12.9,1589.15,4.07,,1.7,0.24,4155,1.8,39,2.45255,0
Kepler-1921 b,2.89459458,8.72,1.98,967,0.15865,0,6120,1.251,2,0.80624,0
MXB 1658-298 b,12,7532.571,24,,1.613,,,1.98,,,0
Kepler-954 b,2.32,5.99,2.64,545,0.1202,0,4990,0.82,0.76,-0.5722,0
Kepler-1767 b,3.01299077,9.34,1.88,393,0.2873,0,5243,0.887,0.831,-0.50273,0
TOI-1736 c,12.5,2800,7.88,249,1.37,0.3685,5636,1.0373,1.4286,0.27068,0
Kepler-100 e,5.27,24.14271827,0.906,,0.312391586,0.026437,5884,1.097,1.5,0.39445,0
Kepler-350 c,3.1,6.1,0.35,888,0.1385,0,6492.3,1,1.25,0.42842,0
CoRoT-23 b,11.77,889.9,3,1660,0.048,0.16,5900,1.14,1.61,0.08678,0
Kepler-42 b,0.78,0.705944,0.15,519,0.0116,0.04,3068,0.13,0.17,-2.62,0
Oph 11 b,12.3,4449.62,13.1,2175,243,,2375,0.016,0.232692,-2.77,0
WASP-103 b,17.127,473.547,0.55,2508,0.01985,0,6110,1.22,1.436,0.413,0
TOI-1751 b,2.9507845,19.5,4.13,651.64,0.215,0.327,5970,0.9382,1.3137,0.29732,0
TOI-1798.02,1.464,5.6,11.17,1935.83,0.010789,0,5165,0.87,0.78,-0.41567,0
TOI-2068 b,1.821,3.97,3.61,520.62,0.0632,,3710,0.559,0.535,-1.31069,0
Kepler-293 b,3.07,9.64,1.83,657,0.144,0,5804,0.934,0.957,-0.23265,0
Kepler-319 c,2.63,7.41,2.24,876,0.069,0,5526,0.933,0.903,-0.18116,0
Kepler-51 e,2.18,5.4,2.86,,,0.02,5674,0.96,0.87,-0.1417,0
Kepler-970 b,2.609,7.31,2.26,464,0.139,0.34,4290,0.67,0.71,-0.77469,0
Kepler-26 c,2.72,6.2,1.61,385,0.10725,0.013,3914,0.544,0.512,-1.06048,0
HD 9446 b,14,222.472,0.446,,0.189,0.2,5793,1,1,0.04139,0
HD 9446 c,13.4,578.426,1.32,,0.654,0.06,5793,1,1,0.04139,0
KMT-2022-BLG-2076L b,13.9,279.6889982,0.572,,5.67,,,0.67,,,0
Kepler-331 c,1.84,4.04,3.56,425,0.105,0,4347,0.653,0.492,-0.78358,0
Kepler-92 c,2.6,6.1,4.747125,781,0.19054,0.04,5883,1.21,1.7,0.55818,0
OGLE-2019-BLG-1053L b,1.38,2.48,5.19,,3.4,,,0.61,,,0
HD 11506 c,14,127.1313628,0.255,,0.771,0.228,6123,1.22,1.24,0.33685,0
Kepler-42 c,0.73,60.337,98,720,0.006,0,3068,0.13,0.17,-2.62,0
Kepler-176 d,2.51,1.72,0.6,501,0.163,0,5232,0.86,0.891,-0.40427,0
Kepler-219 d,2.81,19.1,4.73,598,0.272,0,5786,1.164,1.491,0.2139,0
Kepler-53 c,3.17,36,0.92,550,0.22091,0,5858,0.98,0.89,0.03558,0
Kepler-82 e,2.47,254.02,0.54,926,0.063,0,5428,0.946,0.945,-0.18507,0
TOI-5817 b,3.08,10.3,1.93,950,0.1223,0.2,5770,0.97,1.427,0.31175,0
Kepler-49 d,1.6,235.982,20,717,0.031,0,4252,0.549,0.559,-1.13077,0
Kepler-1002 b,1.71,3.57,3.92,1453,0.0564,0,6144,1.22,1.57,0.501,0
Kepler-1752 b,4.54060463,18.7,1.1,419,0.2698,0,5446,0.824,0.821,-0.39819,0
Kepler-17 b,14.68,778.65,1.35,1570,0.02591,0.011,5781,1.04,1.01034,0.01164,0
Kepler-903 b,2.01,4.7,3.18,842,0.09081,0,5682,0.98,0.97,0.36464,0
Kepler-276 b,2.87,731.209,73,739,0.119,0,6105,0.845,1.046,-0.08948,0
SWEEPS-11 b,12.666,3082.82,8.34,,0.03,,,1.1,1.45,,0
51 Peg b,14.3,146.2018,0.275,,0.0527,0.013,5758,1.03,1.17561,0.13631,0
HD 107148 b,9.6,66.741,0.415,,0.269,0.05,5797,1.12,1.169193,0.12081,0
GJ 876 d,2.51,6.83,2.37,,0.02080665,0.207,3293.74,0.32,0.3,-1.90658,0
GJ 876 e,3.92,14.6,1.33,,0.3343,0.055,3293.74,0.32,0.3,-1.90658,0
WASP-31 b,17.363,151.916,0.172,1423.7,0.04659,0,6302,1.163,1.252,0.33572,0
LTT 9779 b,4.72,29.32,1.536,1978,0.01679,0,5443,1.02,0.949,-0.16749,0
Kepler-287 b,2.33,83,27.3,667,0.145,0,5806,0.963,1.032,-0.13438,0
Kepler-176 b,1.43,290.537,179,841,0.058,0,5232,0.86,0.891,-0.40427,0
Kepler-177 b,3.5,5.84,0.75,549,0.21101,0,5732,0.921,1.324,0.24,0
Kepler-1351 b,0.65,0.208,4.16,1212,0.0156,0,4439,0.7,0.67,-0.98254,0
YSES 2 b,12.7,2002.318964,5.37,,115,,4749,1.1,1.193,-0.1854,0
HD 109833 b,2.888,8.69,1.98,786,,0.18,5881,1.08,1,0.07188,0
HD 220773 b,13.6,460.8,1.01,,4.94,0.51,5940,1.16,1.679696,0.49796,0
CHXR 73 b,12.3,3994.486,11.8,,210,,3099,0.35,,,0
FU Tau b,12.2,5085.28,15.4,2375,800,,2838,0.05,,-0.69897,0
HD 108147 b,10.9,82.95,0.352,890,0.102,0.53,6255.73,1.22,1.20664,0.30297,0
HD 179949 b,13.9,291.12,0.596,,0.0443,0.022,6168,1.21,1.266865,0.30146,0
HD 188015 b,13.6,476.72,1.04,,1.203,0.137,5746,1.09,1.125296,0.05892,0
Kepler-31 d,3.9,2161.244,0.077,484,0.4,0,6340,1.21,1.22,0.30134,0
Kepler-603 c,6.5,34.5,0.69,401,0.53439,0,5808,1.01,1.01,0.39156,0
Kepler-50 b,1.71,8.9,6.04982,1196,0.077,0,6225,1.24,1.58,0.53582,0
24 Sex b,13.4,632.46,1.44,,1.333,0.09,5098,1.54,4.9,1.164,0
24 Sex c,13.9,273.32,0.559,,2.08,0.29,5098,1.54,4.9,1.164,0
OGLE-2005-BLG-390L b,2.21,5.5,2.8,50,2.6,,,0.22,,,0
HN Peg b,11.7768,6991.57,23.5,,773,,6186,1.08,1.006954,0.06024,0
HAT-P-16 b,14.448,1332.605,2.42,1626,0.0413,0.036,6158,1.218,1.237,0.29447,0
alf Ari b,13.4,572.07,1.31,,1.2,0.25,4553,1.5,13.9,1.934,0
KOI-55 b,0.759,0.44,5.53,,0.006,,27730,0.496,0.203,1.36,0
Ross 458 c,14.01125,1906.98,3.81,,1100,,3965.42,0.556419,0.562566,-1.29769,0
WD 0806-661 b,12.6,2542.627256,6.98,340,2500,,9552,0.62,,,0
HD 177830 c,7.87,47.6725,0.537,,0.5137,0.3,4949,1.47,2.62,0.68502,0
ups And d,12.5,3257.741172,9.17,,2.51329,0.2987,6156.77,1.3,1.56,0.52541,0
MOA-2007-BLG-192L b,1.63,3.3,4.19,,0.62,,,0.06,,,0
CoRoT-12 b,16.14,291.438,0.411,1442,0.04016,0.07,5675,1.078,1.116,0.07,0
CoRoT-13 b,9.92,415.704,2.34,1700,0.051,0,5945,1.09,1.01,0.07314,0
WASP-23 b,10.783,280.95,1.17,1076.55,0.0376,0.062,5150,0.78,0.765,-0.37679,0
Kepler-281 b,2.82,324,52,694,0.117,0,5723,0.95,0.899,0.14638,0
Kepler-276 d,2.8,16.3,0.76,489,0.24666,0,5693,1.1,1.03,-0.08948,0
Kepler-139 c,3.38,13,8.702677,350,0.586,0,5594,1.078,1.3,0.01598,0
Kepler-353 c,1.38,2.48,5.19,472,0.065,0,3903,0.553,0.504,-1.18709,0
Kepler-1805 b,1.54502915,3,4.47,479,0.0699,0,3867,0.581,0.552,-1.17695,0
Kepler-48 d,2.04,7.93,5.08,448,0.23302,0,5194,0.88,0.89,-0.28926,0
Kepler-100 b,1.34,4.01,12.357908,1155,0.07309,0.13,5837,1.13,1.51,0.39445,0
Kepler-102 f,0.861,4.3,37,495,0.1656,0.1,4909,0.803,0.724,-0.58436,0
Kepler-1687 b,1.65623882,3.38,4.09,598,0.0532,0,4132,0.65,0.726119,-0.85865,0
GJ 341 b,0.88,4,,629,,0,3770,0.48,0.5066,-1.31072,0
Kepler-1761 b,1.39109603,2.51,5.12,613,0.0413,0,3871,0.573,0.532,-1.1701,0
Kepler-988 b,2.07,4.94,3.06,368,0.1085,0,4005,0.55,0.53,-1.04739,0
Kepler-994 b,1.6,3.19,4.28,957,0.0177,0,3934,0.56,0.54,-1.13919,0
HD 46375 b,10,71.8,0.395,,0.0398,0.063,5285,0.92,0.914196,-0.24502,0
HD 41004 A b,13.2,807.25,1.93,,,0.74,5310,0.95,0.85,-0.293,0
HD 41004 B b,12.1,5838.29,18.1,,,0.081,5036,0.4,1.04137,-0.20175,0
Kepler-1014 b,2.39,6.3,2.54,614,0.121,0,5388,0.88,0.84,-0.3365,0
KMT-2018-BLG-1996L b,13.7,346.4329636,0.74,,4.27,,,0.69,,,0
Kepler-338 c,2.34,6.08,2.61,831,0.172,0.03,5923,1.105,1.735,0.5857,0
DH Tau b,30.2643,3496,0.693,2200,330,,4371,0.33,0.27,-0.21153,0
HD 114783 b,13.7,349.6,0.747,,1.16,0.144,5135,0.853,0.840622,-0.3725,0
HD 19994 b,13.6,435.41,0.951,,1.305,0.063,6188,1.365,1.79647,0.58,0
HD 181433 d,14.2,171,0.328,,3,0.48,4962,0.78,0.79,-0.511,0
HD 196885 A b,13.2,819.97,1.96,,2.37,0.48,6254,1.28,1.31,0.38,0
Kepler-34 b,8.564,69.92,0.613,,1.0896,0.182,5913,1.0479,1.1618,0.173,0
Kepler-35 b,8.16,40.363,0.41,,0.60347,0.042,5606,0.8877,1.0284,-0.027,0
HD 129445 b,13.3,797.7493016,1.86,,2.9,0.7,5646,0.99,1.175816,0.08968,0
HAT-P-20 b,9.718,2302.899,13.78,970,0.0361,0.015,4595,0.756,0.694,-0.721,0
HAT-P-23 b,15.334,664.237,1.01,2056,0.0232,0.106,5905,1.13,1.203,0.199,0
Kepler-339 c,1.15,7.3,26.4,914,0.069,0,5631,0.87,0.802,-0.31322,0
Kepler-881 b,1.78,3.82,3.72,1217,0.0552,0,5961,1.06,1.09,0.11975,0
HIP 79098 AB b,12.1,6515.515,20.2,2450,345,,9193.75,3.75,,,0
TOI-2411 b,1.68,3.46,4.01,1355,0.0144,,4099,0.65,0.68,-0.87076,0
gam1 Leo b,12.5,2790.43,7.85,,1.19,0.144,4330,1.23,31.88,2.51,0
KMT-2017-BLG-2197L b,12.5,2809.603118,7.9,,15.91,,,0.36,,,0
BD+20 2457 c,12.4,3963.17,11.4,,2.01,0.18,4137,2.8,49,3.17,0
KELT-1 b,12.442,8654.15,24.7,2361,0.02466,0.0099,6516,1.335,1.471,0.545,0
BD+20 274 b,13,1334.886,3.34,,1.3,0.21,4296,0.8,17.3,1.96,0
Kepler-127 c,2.66,7.56,2.21,698,0.2,0.03,6106,1.248,1.359,0.40651,0
Kepler-324 c,3.15,6.2,1.73,410,0.26,0,5194,0.901,0.84,-0.30825,0
Kepler-973 b,1.96,4.5,3.28,402,0.2489,0,5213,0.86,0.78,-0.34416,0
Kepler-402 e,1.46,2.73,4.82,931,0.102,0,6090,1.072,1.264,0.2035,0
Kepler-467 b,2.25,5.69,2.74,712,0.16848,0,5809,1.05,1.37,0.32254,0
HAT-P-55 b,14.84069045,189.4257306,0.318,1367,0.04628,0.17,5804,1.028,1.105,0.09656,0
K2-349 b,1.38,2.48,5.19,518,,,4385,0.54,0.49,-0.36582,0
Kepler-140 b,1.61,3.22,4.24,1301,0.045,0,6077,1.044,1.288,0.25061,0
Kepler-206 b,1.2,1.87,5.95,983,0.078,0,5764,0.957,1.185,0.08357,0
Kepler-1715 b,4.14042267,16,1.24,646,0.22429,0,6212,1.082,1.209,0.41691,0
Kepler-161 c,2.05,3.61,1.31,769,0.068,0,5078,0.853,0.806,-0.44679,0
Kepler-122 d,2.2,5.48,2.83,747,0.155,0,6050,0.982,1.216,0.26993,0
Kepler-450 b,6.14,19.4,0.75,769,0.20092,0.02,6197.21,1.19,1.64162,0.55403,0
Kepler-1746 b,8.93504475,59.1,0.455,310,0.94082,0,6018,1.09,1.286,0.496,0
Kepler-332 d,1.18,1.76,5.89,427,0.189,0,4955,0.743,0.72,-0.5837,0
Kepler-826 b,1.25,2.1,5.91,1305,0.05202,0,6079,1.05,1.15,0.34865,0
XO-2 N b,11.130537,179.89178,0.715,1328,0.0368,0.028,5340,0.971,0.99,-0.08823,0
Kepler-346 c,3.07,9.64,1.83,654,0.168,0,6033,0.943,1.021,-0.15256,0
Kepler-1319 b,1.34,2.36,5.39,557,0.0296,0.33,3655,0.56,0.54,-1.45739,0
Kepler-1366 b,1.43,2.63,4.94,783,0.0273,0,4070,0.62,0.6,-0.99602,0
Kepler-1868 b,3.14950109,10.1,1.78,215,0.62348,0,4658,0.743,0.686,-0.66249,0
Kepler-136 b,2.05,19.8,12.6,951,0.106,0,6165,1.204,1.355,0.46678,0
Kepler-221 b,1.71,5.95575,0.19,1090,0.037,0,5243,0.854,0.821,-0.40429,0
Kepler-267 c,2.13,5.18,2.95,484,0.06,0,4258,0.541571,0.555,-1.22915,0
KMT-2019-BLG-1367L b,1.85,4.08,3.54,,1.7,,,0.25,,,0
GJ 414 A c,8.4,53.83,0.499,124.7,1.4,0.105,4120,0.65,0.68,-0.92445,0
Kepler-327 d,1.73,3.64,3.86,387,0.09,0,3799,0.591913,0.492,-1.25964,0
Kepler-478 b,2.71,7.8,2.15,640,0.1032,0,5210,0.85,0.8,-0.371,0
Kepler-114 c,1.6,2.8,1.18,507,0.06482,0,4660,0.56,0.54,-0.6853,0
Kepler-114 b,1.26,1.09,2.53,586,0.053,0,4605,0.77,0.667,-0.6853,0
Kepler-1321 d,2.62843782,7.41,2.24,509,0.0501,0,3640,0.513,0.503,-0.8624,0
Kepler-186 f,1.17,1.71,5.87,177,0.432,0.04,3755,0.544,0.523,-1.26,0
OGLE-2014-BLG-0124L b,14.1,206.5884646,0.405,,3.48,,,0.9,,,0
Kepler-1401 b,1.68,3.46,4.01,808,0.0975,0,5964,1.07,1.1,0.14,0
Kepler-928 b,1.59,3.15,4.31,894,0.0444,0,4700,0.73,0.7,-0.71877,0
TOI-4443.01,1.7193265,3.6,3.89,1638.82,0.029962645,,5834,1.049133,1.01733,0.03349,0
Kepler-404 c,1.72,3.61,3.9,678,0.118,0,5654,0.86,0.884,-0.33704,0
Kepler-209 c,3.1,9.8,1.81,486,0.231,0,5513,0.971,0.935,-0.12879,0
Kepler-117 c,12.341,584.78,1.74,704,0.2804,0.0323,6150,1.129,1.606,0.53776,0
Kepler-272 b,1.43,78,147,1200,0.038,0,5297,0.91,0.929,0.06634,0
Kepler-292 c,1.47,2.76,4.77,1001,0.045,0,5299,0.865,0.826,-0.33691,0
Kepler-1256 b,1.49,2.83,4.7,933,0.10733,0,6129,1.17,1.36,0.42833,0
TOI-2580 b,17.37392009,200.2318964,0.22,2410,0.048,0.08,6120,1.33,1.81,0.61595,0
KMT-2021-BLG-1372L b,9.12,61.27,0.444,,2.37,,,0.42,,,0
Kepler-644 b,3.15,10.1,1.78,1655,0.04641,0,6747,1.49,1.81,0.71041,0
HATS-24 b,15.636555,718.2958,1.03,2166,0.0238,0,6125,1.07,1.12,0.19,0
CFBDSIR J145829+101343 b,12.4,3337.1,9.62,370,2.6,,580.5,0.021,,,0
Kepler-1487 b,2.13,5.18,2.95,1682,0.0898,0,6541,1.38,1.63,0.55664,0
Kepler-150 e,3.12,9.91,1.79,544,0.189,0,5560,0.956,0.939,-0.16141,0
Kepler-394 c,1.66,3.39,4.07,901,0.11,0,6402,0.87,1.132,0.05347,0
Kepler-62 e,1.61,36,,270,0.427,0,4925,0.69,0.64,-0.678,0
Kepler-1571 b,1.52,2.92,4.57,1476,0.04287,0,6297,1.23,1.39,0.194,0
KOI-94 c,4.32,15.6,0.91,1012,0.1013,0.43,6182,1.277,1.52,0.479,0
Kepler-80 b,2.67,6.93,1.38,547,0.0648,0.0049,4540,0.73,0.678,-0.76955,0
Kepler-1725 b,2.8125177,8.31,2.05,767,0.13263,0,6020,1.049,1.085,0.19852,0
Kepler-220 b,0.81,0.457,4.73,759,0.046,0,4632,0.729,0.666,-0.67594,0
HD 120084 b,12.7,2034.101805,5.46,,4.21,0.483,4879,2.16,10.37,1.73783,0
Kepler-980 b,2.67,7.61,2.2,845,0.09993,0,5935,1.05,1.06,0.2618,0
HD 73267 c,12.8,1630.777556,4.27,,12.688,0.089,5387,0.93,0.909,-0.106,0
WASP-61 b,15.80469,851.7844,1.423,1624.4,0.0521,0,6250,1.82,1.55,0.42541,0
Kepler-1154 c,2.36,6.17,2.58,1117,0.0875,0,6327,1.26,1.43,0.45174,0
Kepler-520 c,1.07,1.24,5.56,1107,0.06035,0,6112,1.1,1.09,0.51032,0
GJ 163 d,5.92,29.4,0.779,,1.0304,0.373,3500,0.4,0.409738,-1.708,0
Kepler-368 c,3.88,14.3,1.35,575,0.36,0,5502,1.165,2.019,0.56235,0
Kepler-335 c,3.07,9.64,1.83,592,0.356,0,5877,1.367,1.854,0.57766,0
TYC 1422-614-1 b,13.3,794.5,1.86,,0.69,0.06,4806,1.15,6.85,1.35,0
Kepler-1257 b,1.52,2.92,4.57,1252,0.0376,0,5502,0.9,0.87,-0.13622,0
TOI-4495.01,3.63045,12.8,1.47,1382.67,0.061732577,,6156,1.168817,1.34,0.36656,0
Kepler-24 e,2.78,26.2118,0.31,792,0.138,0,5897,1.046,1.289,0.064,0
Kepler-279 d,3.1,37.5,0.3,574,0.2901,0,6689.45,1.1,1.07,0.5188,0
Kepler-281 d,5.93747806,654,12.3,321,0.5456,0,5717,0.984,0.884,0.14638,0
Kepler-396 b,3.5,75.5,9.68,496,0.24067,0,5656,0.85,1.06,-0.13461,0
Kepler-1262 b,1.82,3.97,3.62,949,0.083,0,5771,0.99,0.98,-0.10541,0
TOI-7041 b,11.43316031,114.4182265,0.421,882.37,,0.04,4700,1.07,4.1,0.88081,0
Kepler-145 c,4.32,79.4,2.58,709,0.26244,0.11,6022,1.32,1.85,0.69164,0
Kepler-84 b,2.23,40,19.8,985,0.0827,0,6039,1,1.43,0.39,0
HD 209458 b,15.58051,232.0159,0.362,1459,0.04707,0,6091,1.23,1.19,0.23086,0
K2-136 b,1.014,4.3,24,610,0.0707,0.14,4500,0.742,0.677,-0.7765,0
Kepler-231 b,1.73,35.4,13.8,488,0.074,0,3767,0.58,0.49,-1.03621,0
Kepler-26 e,2.41,6.39,2.51,276,0.22,0,4486,0.593,0.571,-1.06048,0
Kepler-350 d,2.8,14.9,2.69,782,0.1786,0,6492.3,1,1.25,0.42842,0
Kepler-85 c,1.978,2.15,1.527272,706,0.10363,0.027,5505.2,0.928,0.875,-0.2123,0
Kepler-1660 AB b,12.9,1586.599408,4.06,,0.8,0.05541,6305.24,1.1366,1.491,0.66823,0
Kepler-1372 b,1.27,2.15,5.77,1655,0.024,0,5677,0.98,0.97,0.0124,0
Kepler-838 b,2.73,7.9,2.13,777,0.1266,0,5770,0.98,0.96,-0.09867,0
K2-332 b,2.2,5.48,2.83,266,,,3315,0.27,0.28,-2.06542,0
RR Cae b,13,1334.886,3.34,,5.3,0,3904,0.44,0.193119,-2.10762,0
Kepler-211 c,1.29,18.3,46.8,841,0.062,0,5123,0.867,0.816,-0.4133,0
Kepler-162 c,3.03,9.43,1.86,681,0.137,0,5816,1.053,0.958,0.1554,0
Kepler-1385 b,0.85,0.543,4.86,1423,0.04262,0,5732,1.15,1.29,0.45032,0
TOI-431 b,1.28,3.07,8,1862,0.0113,0,4850,0.78,0.731,-0.56509,0
HD 45364 c,14.2,174.4877954,0.335,,0.902,0.019,5466,0.82,0.89,-0.19586,0
HD 83443 b,14.1,127.7670196,0.25,,0.0406,0.012,5442,1,0.94,-0.10403,0
Kepler-1424 b,1.16,1.65,5.81,629,0.19068,0,5838,1.02,1.07,0.27098,0
HD 22496 b,2.22,5.57,2.8,573,0.051,,4385,0.684,0.674,-1.17393,0
HD 13908 c,12.8,1630.4,4.27,,2.03,0.12,6255,1.29,1.67,0.602,0
Kepler-1545 b,2.7,7.75,2.16,274,0.5442,0,5201,0.84,0.8,-0.27681,0
Kepler-1811 b,3.84829873,14.1,1.36,455,0.3462,0,5561,0.946,1.19,0.1541,0
KOBE-1 b,2.91,8.8,1.96,594.4,0.07006,0,4135,0.629,0.619,-0.99576,0
Kepler-1277 b,1.6,3.19,4.28,496,0.21857,0,5578,0.94,0.92,-0.19906,0
TOI-5210 b,10.72699453,81.99972901,0.364,1286,0.0557,0.066,5723,1.105,1.209,0.15229,0
Kepler-359 b,3.53,12.2,1.52,671,0.178,0,6248,0.827,1.086,-0.09657,0
Kepler-60 c,1.9,3.85,3.06,1023,0.08422,0.039,5905,1.041,1.257,0.36906,0
Kepler-414 b,1.71,3.5,3.85,1024,0.0543,0,5536,0.89,0.946,-0.16917,0
Kepler-691 b,2.09,5.02,3.02,460,0.0649,0,3715,0.53,0.5,-1.30464,0
Kepler-705 b,2.11,5.1,2.98,265,0.232,0,3722,0.53,0.51,-1.385,0
Kepler-1350 c,1.73,3.64,3.86,730,0.0222,0,3827,0.55,0.53,-1.2834,0
Kepler-319 b,1.63,3.29,4.17,1023,0.051,0,5526,0.933,0.903,-0.18116,0
Kepler-324 e,2.03862444,235.014,0.16,635,0.10972,0,5191,0.844,0.826,-0.30825,0
Kepler-342 d,2.49,6.76,2.41,658,0.242,0,6175,1.213,1.472,0.45345,0
HD 219139 b,14,247.9061575,0.496,,0.94,0.11,4831,1.46,11.22,1.79463,0
Kepler-53 b,2.89,111,1.18,701,0.1361,0,5858,0.98,0.89,0.03558,0
Kepler-880 c,2.87,8.6,2,1407,0.1216,0,6900,1.714,2.599,0.66603,0
Kepler-312 b,1.29,2.21,5.66,1685,0.031,0,6115,1.314,1.467,0.59751,0
Kepler-967 c,3.65,12.9,1.46,258,0.6253,0,5178,0.84,0.8,-0.71759,0
Kepler-190 b,1.56,3.05,4.41,1166,0.03,0,5106,0.834,0.795,-0.44055,0
Kepler-220 c,1.57,3.09,4.39,586,0.076,0,4632,0.729,0.666,-0.67594,0
HD 134606 c,3.37,11.31,1.62,,0.3007,0.055,5576,1.046,1.158,0.06483,0
Kepler-770 d,1.4,2.54,5.09,1941,0.0616,0,5598,0.94,0.92,0.05399,0
Kepler-1219 b,2.12,5.14,2.96,1159,0.14146,0,5944,1.25,1.94,0.92552,0
K2-285 c,3.53,15.68,1.95,741.4,0.0824,0,4975,0.83,0.787,-0.42183,0
Kepler-1721 b,3.11856756,9.9,1.79,924,0.0519,0,5351,0.89,0.796,-0.40675,0
Kepler-31 b,5.5,36.7418,0.78,781,0.16,0,6340,1.21,1.22,0.30134,0
Kepler-651 b,2.37,6.21,2.56,574,0.14078,0,5522,0.92,0.87,-0.25322,0
Kepler-367 c,1.2,1.87,5.95,357,0.253,0,4710,0.768,0.695,-0.61671,0
Kepler-33 f,4.46,9.6,0.9,691,0.2535,0,5904,1.291,1.82,0.556,0
Kepler-27 c,4.9,4385.87,,481,0.191,0,5400,0.65,0.59,-0.32941,0
OGLE-2012-BLG-0026L c,13.9,270,0.552,,4.8,,,1.06,,,0
HD 20794 f,2.28,5.82,2.7,,1.3541,0.45,5368,0.79,0.93,-0.16311,0
Kepler-288 c,2.85,8.5,2.02,815,0.14,0,5918,0.842,1.091,0.05605,0
Kepler-232 b,3.08,9.69,1.82,1104,0.054,0,5847,0.97,0.968,0.05183,0
Kepler-294 c,2.71,7.8,2.15,895,0.071,0,5913,0.947,0.976,-0.14755,0
Kepler-1925 b,3.00177922,9.28,1.89,531,0.2588,0,5856,1.057,1.092,0.36494,0
Kepler-48 b,1.88,3.94,3.23,932,0.05394,0,5194,0.88,0.89,-0.28926,0
Kepler-29 b,2.55,5,1.65,777,0.08482,0,5378,0.761,0.732,-0.29687,0
Kepler-454 c,12.9,1433.406116,3.67,,1.287,0.0053,5687,1.03,1.066,0.05259,0
Kepler-1266 c,1.68023962,3.46,4.01,881,0.0506,0,4996,0.791,0.831,-0.52996,0
